id,word,polarity,joy,fear,sadness,anger,surprise,disgust,one_word,word_variation,no_variation,sentiment
3427,centrifugeuse,positive,0,0,0,0,0,0,1,0,1,1
3428,centurion,positive,0,0,0,0,0,0,1,0,1,1
3429,céphalée,negative,0,0,1,0,0,0,1,0,1,-1
3430,céramique,positive,0,0,0,0,0,0,1,0,1,1
3431,cerceau,positive,0,0,0,0,0,0,1,0,1,1
3432,cercle,positive,0,0,0,0,0,0,1,0,1,1
3433,cercueil,negative,0,1,1,0,0,0,1,0,1,-1
3434,céréale,positive,0,0,0,0,0,0,1,0,1,1
3435,céréalier,positive,0,0,0,0,0,0,1,0,1,1
3436,cérébral,positive,0,0,0,0,0,0,1,0,1,1
3437,cérémonial,positive,0,0,0,0,0,0,1,0,1,1
3438,cérémonie,positive,0,0,0,0,1,0,1,0,1,1
3439,cerf,positive,0,0,0,0,0,0,1,0,1,1
3441,cerise,positive,0,0,0,0,0,0,1,0,1,1
3442,cerner,negative,0,1,0,0,0,0,1,0,1,-1
3443,certificat,positive,0,0,0,0,0,0,1,0,1,1
3444,certifier,positive,0,0,0,0,0,0,1,0,1,1
3445,certitude,positive,0,0,0,0,0,0,1,0,1,1
3446,cérumen,negative,0,0,0,0,0,1,1,0,1,-1
3447,cerveau,positive,0,0,0,0,0,0,1,0,1,1
3448,cervelle,positive,0,0,0,0,0,0,1,0,1,1
3449,cessation,negative,0,0,1,0,1,0,1,0,1,-1
3450,cession,positive,0,0,0,0,0,0,1,0,1,1
3451,cessionnaire,positive,0,0,0,0,0,0,1,0,1,1
3452,ceuillie,positive,1,0,0,0,0,0,1,0,1,1
3453,chacunes,positive,0,0,0,0,0,0,1,0,1,1
3454,chacuns,positive,0,0,0,0,0,0,1,0,1,1
3455,chagrin,negative,0,1,1,0,0,0,1,0,1,-1
3456,chaîne,negative,0,1,1,1,0,1,1,0,1,-1
3457,chair,negative,0,0,0,0,0,1,1,0,1,-1
3458,chaire,positive,0,0,0,0,0,0,1,0,1,1
3459,chaise,positive,0,0,0,0,0,0,1,0,1,1
3460,châle,positive,0,0,0,0,0,0,1,0,1,1
3461,chalet,positive,0,0,0,0,0,0,1,0,1,1
3462,chaleur,positive,0,0,0,0,0,0,1,0,1,1
3463,chaleureux,positive,0,0,0,0,0,0,1,0,1,1
3464,chaleureusement,positive,1,0,0,0,0,0,1,0,1,1
3465,challenge,negative,0,1,0,1,0,0,1,0,1,-1
3466,chalut,positive,0,0,0,0,0,0,1,0,1,1
3467,chalutier,positive,0,0,0,0,0,0,1,0,1,1
3468,chamaillerie,negative,0,0,0,1,0,1,1,0,1,-1
3469,chaman,negative,0,1,0,0,0,0,1,0,1,-1
3470,chambre,positive,0,0,0,0,0,0,1,0,1,1
3474,chameau,positive,0,0,0,0,0,0,1,0,1,1
3475,champ,positive,0,0,0,0,0,0,1,0,1,1
3477,champagne,positive,0,0,0,0,0,0,1,0,1,1
3479,chance,positive,0,0,0,0,1,0,1,0,1,1
3480,chanceler,negative,0,1,0,0,1,0,1,0,1,-1
3481,chancelant,negative,0,1,0,0,1,0,1,0,1,-1
3482,chancelier,positive,0,0,0,0,0,0,1,0,1,1
3483,chancre,negative,0,0,0,1,0,1,1,0,1,-1
3484,chandelier,positive,0,0,0,0,0,0,1,0,1,1
3485,chandler,positive,0,0,0,0,0,0,1,0,1,1
3486,changeable,positive,0,0,0,0,0,0,1,0,1,1
3487,changeant,positive,0,0,0,0,0,0,1,0,1,1
3488,changer,positive,0,1,0,0,0,0,1,0,1,1
3489,changeur,positive,0,0,0,0,0,0,1,0,1,1
3490,chanson,positive,0,0,0,0,0,0,1,0,1,1
3491,chansonnette,positive,1,0,0,0,0,0,1,0,1,1
3492,chant,positive,0,0,0,1,1,0,1,0,1,1
3494,chantage,negative,0,1,0,1,0,0,1,0,1,-1
3496,chanvre,positive,0,0,0,0,0,0,1,0,1,1
3497,chaos,negative,0,1,1,1,0,0,1,0,1,-1
3498,chapeau,positive,0,0,0,0,0,0,1,0,1,1
3499,chapelain,positive,0,0,0,0,0,0,1,0,1,1
3500,chapelet,positive,0,0,0,0,0,0,1,0,1,1
3501,chapelle,positive,0,0,0,0,0,0,1,0,1,1
3502,chapiteau,positive,0,0,0,0,0,0,1,0,1,1
3503,chapitre,positive,0,0,0,0,0,0,1,0,1,1
3504,char,positive,0,0,0,0,0,0,1,0,1,1
3505,charabia,negative,0,0,0,1,0,0,1,0,1,-1
3506,charbon,negative,0,1,1,0,0,1,1,0,1,-1
3509,charcuter,negative,0,1,0,1,0,1,1,0,1,-1
3510,charcutier,negative,0,1,0,1,0,1,1,0,1,-1
3511,chardon,positive,0,0,0,0,0,0,1,0,1,1
3512,charger,negative,0,1,1,0,0,0,1,0,1,-1
3513,chargement,positive,0,0,0,0,0,0,1,0,1,1
3515,chargeur,positive,0,0,0,0,0,0,1,0,1,1
3516,chariot,positive,0,0,0,0,0,0,1,0,1,1
3517,charitable,positive,0,0,0,0,0,0,1,0,1,1
3518,charité,positive,0,0,0,0,0,0,1,0,1,1
3519,charlatan,negative,0,0,0,1,0,1,1,0,1,-1
3520,charmer,positive,0,0,0,0,0,0,1,0,1,1
3521,charmant,positive,0,0,0,0,0,0,1,0,1,1
3522,charmeur,positive,0,0,0,0,0,0,1,0,1,1
3523,charnière,positive,0,0,0,0,0,0,1,0,1,1
3524,charnu,negative,0,0,0,0,0,0,1,0,1,-1
3525,charognard,negative,0,1,0,0,0,1,1,0,1,-1
3526,charpenter,positive,0,0,0,0,0,0,1,0,1,1
3527,charpentier,positive,0,0,0,0,0,0,1,0,1,1
3528,charpir,negative,0,1,1,0,0,1,1,0,1,-1
3529,charretier,positive,0,0,0,0,0,0,1,0,1,1
3530,charrette,positive,0,0,0,0,0,1,1,0,1,1
3531,charrier,positive,0,0,0,0,1,0,1,0,1,1
3532,charrue,positive,0,0,0,0,0,0,1,0,1,1
3533,charte,positive,0,0,0,0,0,0,1,0,1,1
3534,chasser,negative,0,1,0,1,0,0,1,0,1,-1
3535,chasse,negative,0,1,0,1,0,0,1,0,1,-1
3536,chasteté,positive,0,0,0,0,0,0,1,0,1,1
3537,chat,positive,0,0,0,0,0,0,1,0,1,1
3540,châtaigne,positive,0,0,0,0,0,0,1,0,1,1
3541,châtaignier,positive,0,0,0,0,0,0,1,0,1,1
3542,châtain,positive,0,0,0,0,0,0,1,0,1,1
3543,château,positive,0,0,0,0,0,0,1,0,1,1
3544,châtiment,negative,0,1,1,1,0,0,1,0,1,-1
3545,chatoiement,positive,1,0,0,0,0,0,1,0,1,1
3546,chaton,positive,0,0,0,0,0,0,1,0,1,1
3547,chatouillement,positive,0,0,0,0,1,0,1,0,1,1
3548,chatouiller,positive,0,0,0,0,1,0,1,0,1,1
3549,chatouilleux,negative,0,0,0,0,0,0,1,0,1,-1
3551,chaud,positive,0,0,0,1,0,0,1,0,1,1
3553,chaudière,positive,0,0,0,0,0,0,1,0,1,1
3554,chauffage,positive,0,0,0,0,0,0,1,0,1,1
3555,chauffer,positive,0,0,0,0,0,0,1,0,1,1
3557,chauffeur,positive,0,0,0,0,0,0,1,0,1,1
3558,chaumière,positive,0,0,0,0,0,0,1,0,1,1
3559,chausser,positive,0,0,0,0,0,0,1,0,1,1
3560,chaussette,positive,0,0,0,0,0,0,1,0,1,1
3561,chausseur,positive,0,0,0,0,0,0,1,0,1,1
3562,chausson,positive,0,0,0,0,0,0,1,0,1,1
3563,chaussure,positive,0,0,0,0,0,0,1,0,1,1
3564,chauve,negative,0,0,1,0,0,1,1,0,1,-1
3566,chavirer,negative,0,1,0,0,0,0,1,0,1,-1
3568,cheesecake,positive,0,0,0,0,0,0,1,0,1,1
3573,cheminer,positive,0,0,0,1,0,0,1,0,1,1
3574,cheminement,positive,0,0,0,0,0,0,1,0,1,1
3575,chemise,positive,0,0,0,0,0,0,1,0,1,1
3576,chemisier,positive,0,0,0,0,0,0,1,0,1,1
3577,chêne,positive,0,0,0,0,0,0,1,0,1,1
3578,chenil,negative,0,0,1,0,0,0,1,0,1,-1
3579,chenille,negative,0,0,0,0,0,1,1,0,1,-1
3580,chèque,positive,0,0,0,0,0,0,1,0,1,1
3581,chercher,positive,0,0,0,0,0,0,1,0,1,1
3582,chère,negative,0,0,1,0,0,0,1,0,1,-1
3583,chérir,positive,0,0,1,0,0,0,1,0,1,1
3584,cher,negative,0,0,1,0,0,0,1,0,1,-1
3585,cheval,positive,0,0,0,0,0,0,1,0,1,1
3588,chevalerie,positive,0,0,0,0,0,0,1,0,1,1
3589,chevalet,positive,0,0,0,0,0,0,1,0,1,1
3590,chevalier,positive,0,0,0,0,0,0,1,0,1,1
3591,chevaucher,positive,0,0,0,0,0,0,1,0,1,1
3592,chevauchement,negative,0,0,0,0,0,0,1,0,1,-1
3593,cheveu,positive,0,0,0,0,0,0,1,0,1,1
3594,cheville,positive,0,0,0,0,0,0,1,0,1,1
3595,chèvre,positive,0,0,0,0,0,0,1,0,1,1
3596,chèvrefeuille,positive,0,0,0,0,0,0,1,0,1,1
3597,chevreuil,negative,0,0,0,0,0,0,1,0,1,-1
3598,chevron,positive,0,0,0,0,0,0,1,0,1,1
3599,chevronner,positive,0,0,0,0,0,0,1,0,1,1
3601,chic,positive,1,0,0,0,0,0,1,0,1,1
3602,chichi,negative,0,0,0,0,0,1,1,0,1,-1
3603,chien,positive,0,0,0,0,0,0,1,0,1,1
3606,chiffonner,negative,0,0,0,1,0,0,1,0,1,-1
3607,chiffre,positive,0,0,0,0,0,0,1,0,1,1
3608,chignon,positive,0,0,0,0,0,0,1,0,1,1
3609,chimère,negative,0,1,0,0,1,0,1,0,1,-1
3610,chimie,positive,0,0,0,0,0,0,1,0,1,1
3611,chimiste,positive,0,0,0,0,0,0,1,0,1,1
3612,chine,positive,0,0,0,0,0,0,1,0,1,1
3613,chinook,negative,0,0,0,0,0,0,1,0,1,-1
3614,chiot,positive,0,0,0,0,0,0,1,0,1,1
3615,chiquer,negative,0,0,0,0,0,1,1,0,1,-1
3616,chirurgie,negative,0,1,1,0,0,0,1,0,1,-1
3617,chloroforme,negative,0,1,0,0,0,1,1,0,1,-1
3618,choc,negative,0,1,0,1,1,0,1,0,1,-1
3619,chochotte,negative,0,1,0,0,0,1,1,0,1,-1
3620,chocolat,positive,0,0,0,0,0,0,1,0,1,1
3621,ch?ur,positive,0,0,0,0,0,0,1,0,1,1
3622,choisir,positive,0,0,0,0,0,0,1,0,1,1
3623,choix,positive,0,0,0,0,0,0,1,0,1,1
3624,choléra,negative,0,1,1,0,0,1,1,0,1,-1
3625,choper,negative,0,1,0,1,1,0,1,0,1,-1
3626,choral,positive,1,0,0,0,0,0,1,0,1,1
3627,chorale,positive,0,0,0,0,0,0,1,0,1,1
3628,chose,negative,0,1,0,1,0,1,1,0,1,-1
3629,chou,positive,0,0,0,0,0,0,1,0,1,1
3630,choucroute,negative,0,0,0,0,0,0,1,0,1,-1
3631,chouette,positive,1,0,0,0,0,0,1,0,1,1
3632,chromatique,positive,0,0,0,0,0,0,1,0,1,1
3633,chromatographie,positive,0,0,0,0,0,0,1,0,1,1
3634,chromosome,positive,0,0,0,0,0,0,1,0,1,1
3635,chronique,positive,0,0,0,0,0,0,1,0,1,1
3636,chronographe,positive,0,0,0,0,0,0,1,0,1,1
3637,chronologique,positive,0,0,0,0,0,0,1,0,1,1
3638,chronomètre,positive,0,0,0,0,0,0,1,0,1,1
3639,chuchoter,negative,0,1,0,0,0,0,1,0,1,-1
3640,chuchotement,negative,0,1,0,0,0,0,1,0,1,-1
3641,chut,negative,0,0,0,0,0,0,1,0,1,-1
3642,chuter,negative,0,1,1,0,1,0,1,0,1,-1
3643,chutney,positive,0,0,0,0,0,0,1,0,1,1
3645,cible,negative,0,1,1,0,0,0,1,0,1,-1
3646,cibler,negative,0,1,0,0,0,0,1,0,1,-1
3647,cicatrice,negative,0,1,1,1,0,1,1,0,1,-1
3648,cicatrisation,positive,0,0,0,0,0,0,1,0,1,1
3649,cicatriser,positive,0,0,0,0,0,0,1,0,1,1
3650,cidre,positive,0,0,0,0,0,0,1,0,1,1
3651,ciel,positive,0,0,0,0,0,0,1,0,1,1
3652,cierge,positive,0,0,0,0,0,0,1,0,1,1
3653,cieux,positive,0,0,0,0,0,0,1,0,1,1
3654,cigare,negative,0,0,0,0,0,1,1,0,1,-1
3655,cigarette,negative,0,0,0,0,0,1,1,0,1,-1
3656,ciguë,negative,0,1,0,0,0,1,1,0,1,-1
3657,cil,negative,0,1,0,1,0,0,1,0,1,-1
3658,cime,positive,0,0,0,0,0,0,1,0,1,1
3659,ciment,positive,0,0,0,0,0,0,1,0,1,1
3660,cimenter,negative,0,0,0,0,0,0,1,0,1,-1
3661,cimetière,negative,0,1,1,0,0,0,1,0,1,-1
3662,cinéma,positive,0,0,0,0,0,0,1,0,1,1
3663,cinématique,positive,0,0,0,0,0,0,1,0,1,1
3664,cinématographie,positive,0,0,0,0,0,0,1,0,1,1
3665,cinglant,negative,0,1,0,1,1,0,1,0,1,-1
3666,cirage,positive,0,0,0,0,0,0,1,0,1,1
3667,circoncision,negative,0,1,0,0,0,0,1,0,1,-1
3668,circonférence,positive,0,0,0,0,0,0,1,0,1,1
3669,circonférentiel,positive,0,0,0,0,0,0,1,0,1,1
3670,circonscrire,negative,0,1,1,0,0,0,1,0,1,-1
3671,circonstance,positive,0,0,0,0,1,0,1,0,1,1
3672,circonstanciel,positive,0,0,0,0,0,0,1,0,1,1
3673,circonvolution,positive,0,0,0,0,0,0,1,0,1,1
3674,circuit,positive,0,0,0,0,0,0,1,0,1,1
3675,circulaire,positive,0,0,0,0,0,0,1,0,1,1
3676,circuler,positive,0,0,0,0,0,0,1,0,1,1
3677,cirer,positive,0,0,0,0,0,0,1,0,1,1
3678,cireux,negative,0,0,0,0,0,1,1,0,1,-1
3679,cirque,negative,0,0,0,0,0,0,1,0,1,-1
3680,cirrus,negative,0,0,1,0,0,0,1,0,1,-1
3681,cisaille,negative,0,1,0,0,0,0,1,0,1,-1
3682,ciseau,negative,0,0,0,1,0,0,1,0,1,-1
3683,ciseler,negative,0,0,0,1,0,0,1,0,1,-1
3684,citadelle,positive,0,0,0,0,0,0,1,0,1,1
3686,cité,positive,0,0,0,0,0,0,1,0,1,1
3688,citrine,negative,0,0,0,0,0,0,1,0,1,-1
3689,citron,negative,0,0,0,0,0,1,1,0,1,-1
3690,civet,positive,0,0,0,0,0,0,1,0,1,1
3691,civière,negative,0,1,1,0,0,0,1,0,1,-1
3692,civilisation,positive,0,0,0,0,0,0,1,0,1,1
3693,civiliser,positive,0,0,0,0,0,0,1,0,1,1
3694,civilité,positive,0,0,0,0,0,0,1,0,1,1
3695,civique,positive,0,0,0,0,0,0,1,0,1,1
3696,clair,positive,0,0,0,0,0,0,1,0,1,1
3698,claire,positive,0,0,0,0,0,0,1,0,1,1
3699,clairière,positive,0,0,0,0,0,0,1,0,1,1
3700,clairon,positive,0,0,0,0,0,0,1,0,1,1
3701,clairsemer,negative,0,0,1,0,0,0,1,0,1,-1
3702,clamer,negative,0,0,0,1,1,1,1,0,1,-1
3703,clameur,negative,0,0,0,1,1,1,1,0,1,-1
3704,clan,positive,0,0,0,0,0,0,1,0,1,1
3705,clandestin,negative,0,1,1,0,0,0,1,0,1,-1
3706,clandestinement,negative,0,1,0,0,0,0,1,0,1,-1
3707,clapet,negative,0,0,0,1,0,1,1,0,1,-1
3708,clapier,negative,0,1,1,0,0,0,1,0,1,-1
3709,claque,negative,0,0,0,1,1,0,1,0,1,-1
3710,claquer,negative,0,1,0,1,1,0,1,0,1,-1
3711,clarifier,positive,0,0,0,0,0,0,1,0,1,1
3712,clarinette,positive,0,0,0,0,0,0,1,0,1,1
3713,clarté,positive,0,0,0,0,0,0,1,0,1,1
3714,classer,positive,0,0,0,0,0,0,1,0,1,1
3715,classe,positive,0,0,0,0,0,0,1,0,1,1
3716,classeur,positive,0,0,0,0,0,0,1,0,1,1
3717,classique,positive,0,0,0,0,0,0,1,0,1,1
3718,clause,positive,0,0,0,0,0,0,1,0,1,1
3720,clavecin,positive,0,0,0,0,0,0,1,0,1,1
3721,clé,positive,0,0,0,0,0,0,1,0,1,1
3724,clémence,positive,0,0,0,0,0,0,1,0,1,1
3725,clergé,positive,0,0,0,0,0,0,1,0,1,1
3726,clic,positive,0,0,0,0,1,0,1,0,1,1
3727,clientèle,positive,0,0,0,0,0,0,1,0,1,1
3730,clignotant,negative,0,0,0,0,1,0,1,0,1,-1
3731,clignoter,positive,0,0,0,0,0,0,1,0,1,1
3732,climat,positive,0,0,0,0,0,0,1,0,1,1
3733,climatologie,positive,0,0,0,0,0,0,1,0,1,1
3734,clinquant,negative,0,0,0,0,0,0,1,0,1,-1
3735,clip,positive,0,0,0,0,0,0,1,0,1,1
3736,clipper,negative,0,0,0,0,0,0,1,0,1,-1
3737,clique,positive,0,0,0,0,0,0,1,0,1,1
3739,cliquet,positive,0,0,0,0,0,0,1,0,1,1
3740,cliqueter,negative,0,1,0,0,1,0,1,0,1,-1
3741,cliquetis,negative,0,1,0,0,1,0,1,0,1,-1
3742,clivage,negative,0,1,1,0,0,0,1,0,1,-1
3743,clochard,negative,0,1,1,0,0,1,1,0,1,-1
3744,cloche,positive,0,0,0,0,0,0,1,0,1,1
3745,clocher,positive,0,0,0,0,0,0,1,0,1,1
3746,cloître,negative,0,0,1,0,0,0,1,0,1,-1
3747,cloque,negative,0,0,0,0,0,1,1,0,1,-1
3748,clôturer,negative,0,0,0,1,0,0,1,0,1,-1
3749,clou,negative,0,0,0,0,0,0,1,0,1,-1
3752,clouter,negative,0,0,0,0,0,0,1,0,1,-1
3753,clown,positive,0,0,0,0,1,0,1,0,1,1
3754,club,positive,0,0,0,0,0,0,1,0,1,1
3756,coã¯ncidence,positive,0,0,0,0,1,0,1,0,1,1
3757,coagulation,negative,0,0,0,0,0,0,1,0,1,-1
3758,coaguler,negative,0,1,0,0,0,1,1,0,1,-1
3759,coalition,positive,0,0,0,0,0,0,1,0,1,1
3760,coassement,negative,0,1,0,0,0,0,1,0,1,-1
3761,coasser,negative,0,1,0,0,0,0,1,0,1,-1
3762,cobalt,negative,0,0,0,0,0,0,1,0,1,-1
3763,cobra,negative,0,1,0,0,0,1,1,0,1,-1
3764,coca,negative,0,0,0,0,0,0,1,0,1,-1
3765,cocaã¯ne,negative,0,1,1,0,0,1,1,0,1,-1
3766,cocarde,positive,0,0,0,0,0,0,1,0,1,1
3767,coche,negative,0,0,0,0,0,0,1,0,1,-1
3768,cochon,negative,0,0,0,0,0,1,1,0,1,-1
3769,cockpit,positive,0,0,0,0,0,0,1,0,1,1
3770,cocktail,positive,0,0,0,0,0,0,1,0,1,1
3771,cocon,positive,0,0,0,0,0,0,1,0,1,1
3772,cocu,negative,0,0,1,0,0,1,1,0,1,-1
3773,codex,positive,0,0,0,0,0,0,1,0,1,1
3774,codification,positive,0,0,0,0,0,0,1,0,1,1
3775,codifier,positive,0,0,0,0,0,0,1,0,1,1
3776,coefficient,positive,0,0,0,0,0,0,1,0,1,1
3777,coercition,negative,0,1,1,1,0,1,1,0,1,-1
3778,c?ur,positive,0,0,0,0,0,0,1,0,1,1
3779,coexister,positive,0,0,0,0,0,0,1,0,1,1
3780,coexistence,positive,0,0,0,0,0,0,1,0,1,1
3781,coffre,negative,0,1,1,0,0,0,1,0,1,-1
3783,cognition,positive,0,0,0,0,0,0,1,0,1,1
3784,cohabitation,positive,0,0,0,0,0,0,1,0,1,1
3785,cohérent,positive,0,0,0,0,0,0,1,0,1,1
3786,cohorte,positive,0,0,0,0,0,0,1,0,1,1
3787,coiffure,positive,0,0,0,0,0,0,1,0,1,1
3790,coincer,negative,0,1,1,1,1,0,1,0,1,-1
3791,coincement,negative,0,1,0,0,0,0,1,0,1,-1
3792,coïncident,positive,0,0,0,0,0,0,1,0,1,1
3793,coïncider,positive,0,0,0,0,0,0,1,0,1,1
3794,coke,negative,0,0,0,0,0,0,1,0,1,-1
3795,col,positive,0,0,0,0,0,0,1,0,1,1
3797,colère,negative,0,1,0,1,0,1,1,0,1,-1
3798,colibri,positive,0,0,0,0,0,0,1,0,1,1
3799,colique,negative,0,0,1,0,0,1,1,0,1,-1
3800,colis,positive,0,0,0,0,0,0,1,0,1,1
3801,collage,negative,0,1,0,0,0,0,1,0,1,-1
3802,collante,negative,0,0,0,0,0,1,1,0,1,-1
3803,collatéral,positive,0,0,0,0,0,0,1,0,1,1
3804,collation,positive,0,0,0,0,0,0,1,0,1,1
3805,collationner,positive,0,0,0,0,0,0,1,0,1,1
3806,colle,positive,0,0,0,0,0,0,1,0,1,1
3807,collection,positive,0,0,0,0,0,0,1,0,1,1
3808,collectionner,positive,0,0,0,0,0,0,1,0,1,1
3809,collectivement,positive,0,0,0,0,0,0,1,0,1,1
3810,collège,positive,0,0,0,0,0,0,1,0,1,1
3811,collégien,positive,0,0,0,0,0,0,1,0,1,1
3812,collègue,positive,0,0,0,0,0,0,1,0,1,1
3813,collerette,positive,0,0,0,0,0,0,1,0,1,1
3814,colley,positive,0,0,0,0,0,0,1,0,1,1
3815,collier,positive,0,0,0,0,0,0,1,0,1,1
3816,colline,positive,0,0,0,0,0,0,1,0,1,1
3817,collision,negative,0,1,1,1,1,0,1,0,1,-1
3818,collocation,positive,0,0,0,0,0,0,1,0,1,1
3819,colloque,positive,0,0,0,0,0,0,1,0,1,1
3820,collusion,negative,0,1,1,1,0,1,1,0,1,-1
3821,colombe,positive,0,0,0,0,0,0,1,0,1,1
3822,colombier,positive,0,0,0,0,0,0,1,0,1,1
3823,colon,negative,0,1,0,0,0,0,1,0,1,-1
3824,côlon,negative,0,0,0,0,0,1,1,0,1,-1
3825,colonel,positive,0,0,0,0,0,0,1,0,1,1
3826,colonial,negative,0,1,0,1,0,0,1,0,1,-1
3827,colonie,negative,0,1,0,1,0,0,1,0,1,-1
3828,colonnaire,positive,0,0,0,0,0,0,1,0,1,1
3829,colonne,positive,0,0,0,0,0,0,1,0,1,1
3831,colophon,positive,0,0,0,0,0,0,1,0,1,1
3832,colorant,positive,0,0,0,0,0,0,1,0,1,1
3833,coloration,positive,0,0,0,0,0,0,1,0,1,1
3834,colorer,positive,0,0,0,0,0,0,1,0,1,1
3835,colorier,positive,0,0,0,0,0,0,1,0,1,1
3836,colossal,positive,0,0,0,0,0,0,1,0,1,1
3837,colportage,negative,0,0,0,0,0,0,1,0,1,-1
3838,colporter,negative,0,0,0,0,0,0,1,0,1,-1
3839,coma,negative,0,1,1,0,0,0,1,0,1,-1
3840,combat,negative,0,1,1,1,0,0,1,0,1,-1
3841,combatif,negative,0,1,0,1,0,0,1,0,1,-1
3842,combattre,negative,0,1,0,1,0,0,1,0,1,-1
3843,combinaison,positive,0,0,0,0,0,0,1,0,1,1
3844,combinatoire,positive,0,0,0,0,0,0,1,0,1,1
3845,combiner,positive,0,0,0,0,0,0,1,0,1,1
3846,combler,positive,1,0,0,0,0,0,1,0,1,1
3847,combustible,positive,0,0,0,0,0,0,1,0,1,1
3848,combustion,negative,0,1,0,0,0,0,1,0,1,-1
3849,comédien,positive,0,0,0,0,0,0,1,0,1,1
3850,comestible,positive,0,0,0,0,0,0,1,0,1,1
3851,comète,positive,0,0,0,0,0,0,1,0,1,1
3852,comité,positive,0,0,0,0,0,0,1,0,1,1
3853,commander,positive,0,0,0,0,0,0,1,0,1,1
3854,commande,positive,0,0,0,0,0,0,1,0,1,1
3855,commandement,positive,0,0,0,0,0,0,1,0,1,1
3856,commandeur,positive,0,0,0,0,0,0,1,0,1,1
3857,commémoration,positive,1,0,0,0,0,0,1,0,1,1
3858,commémorer,positive,0,0,1,0,0,0,1,0,1,1
3859,commencer,positive,0,0,0,0,0,0,1,0,1,1
3860,commentaire,positive,0,0,0,0,0,0,1,0,1,1
3861,commenter,positive,0,0,0,0,0,0,1,0,1,1
3862,commérage,negative,0,0,0,0,0,1,1,0,1,-1
3863,commerce,positive,0,0,0,0,0,0,1,0,1,1
3864,commercial,positive,0,0,0,0,0,0,1,0,1,1
3865,commercialisable,positive,0,0,0,0,0,0,1,0,1,1
3866,commercialiser,positive,0,0,0,0,0,0,1,0,1,1
3867,commère,negative,0,0,0,0,0,1,1,0,1,-1
3868,commérer,negative,0,0,0,0,0,1,1,0,1,-1
3869,commettre,positive,0,0,0,0,0,0,1,0,1,1
3870,commissaire,positive,0,0,0,0,0,0,1,0,1,1
3872,commissariat,positive,0,0,0,0,0,0,1,0,1,1
3873,commissionner,positive,0,0,0,0,0,0,1,0,1,1
3874,commodité,positive,0,0,0,0,0,0,1,0,1,1
3875,commodore,positive,0,0,0,0,0,0,1,0,1,1
3876,commonwealth,positive,0,0,0,0,0,0,1,0,1,1
3877,commotion,negative,0,1,1,1,0,0,1,0,1,-1
3879,commuer,positive,0,0,0,0,0,0,1,0,1,1
3880,communauté,positive,0,0,0,0,0,0,1,0,1,1
3881,commune,positive,0,0,0,0,0,0,1,0,1,1
3882,communément,positive,0,0,0,0,0,0,1,0,1,1
3883,communicable,positive,0,0,0,0,0,0,1,0,1,1
3884,communication,positive,0,0,0,0,0,0,1,0,1,1
3885,communier,positive,0,0,0,0,0,0,1,0,1,1
3886,communion,positive,0,0,0,0,0,0,1,0,1,1
3887,communiquer,positive,0,0,0,0,0,0,1,0,1,1
3888,communisme,negative,0,1,1,1,0,0,1,0,1,-1
3889,communiste,negative,0,1,0,1,0,0,1,0,1,-1
3891,commutateur,positive,0,0,0,0,0,0,1,0,1,1
3892,commutatif,positive,0,0,0,0,0,0,1,0,1,1
3893,commutation,positive,0,0,0,0,0,0,1,0,1,1
3894,commuter,positive,0,0,0,0,0,0,1,0,1,1
3895,compactage,positive,0,0,0,0,0,0,1,0,1,1
3896,compagne,positive,0,0,0,0,0,0,1,0,1,1
3897,compagnie,positive,0,0,0,0,0,0,1,0,1,1
3899,compagnon,positive,0,0,0,0,0,0,1,0,1,1
3900,comparable,positive,0,0,0,0,0,0,1,0,1,1
3901,comparaison,negative,0,0,0,0,0,0,1,0,1,-1
3902,comparatif,positive,0,0,0,0,0,0,1,0,1,1
3903,compartiment,positive,0,0,0,0,0,0,1,0,1,1
3904,compas,positive,0,0,0,0,0,0,1,0,1,1
3905,compatibilité,positive,0,0,0,0,0,0,1,0,1,1
3906,compatible,positive,0,0,0,0,0,0,1,0,1,1
3907,compatir,positive,0,0,1,0,0,0,1,0,1,1
3908,compatissant,positive,0,1,1,0,0,0,1,0,1,1
3909,compatissante,positive,0,1,1,0,0,0,1,0,1,1
3910,compatissantes,positive,0,1,1,0,0,0,1,0,1,1
3911,compatissants,positive,0,1,1,0,0,0,1,0,1,1
3912,compatriote,positive,0,0,0,0,0,0,1,0,1,1
3913,compensation,positive,0,0,0,0,0,0,1,0,1,1
3914,compensatoire,positive,0,0,0,0,0,0,1,0,1,1
3915,compenser,positive,0,0,0,0,1,0,1,0,1,1
3916,compétent,positive,0,0,0,0,0,0,1,0,1,1
3917,compétition,negative,0,0,0,1,0,0,1,0,1,-1
3918,compilation,positive,0,0,0,0,0,0,1,0,1,1
3919,compiler,positive,0,0,0,0,0,0,1,0,1,1
3920,complaindre,negative,0,1,1,0,0,1,1,0,1,-1
3921,complaisance,positive,0,0,0,0,0,0,1,0,1,1
3922,complaire,negative,0,0,0,0,0,1,1,0,1,-1
3923,complaisant,negative,0,0,0,0,0,1,1,0,1,-1
3924,complément,positive,0,0,0,0,1,0,1,0,1,1
3925,complémentaire,positive,0,0,0,0,0,0,1,0,1,1
3926,complet,positive,0,0,0,0,0,0,1,0,1,1
3927,compléter,positive,0,0,0,0,1,0,1,0,1,1
3928,complexe,negative,0,1,1,0,0,0,1,0,1,-1
3929,complexité,negative,0,0,0,0,0,0,1,0,1,-1
